Forecast_Week,Store,Dept,Predicted_Sales
2012-11-02,3,27,392.8749694824219
2012-11-02,3,28,101.96806335449219
2012-11-02,3,29,1316.841064453125
2012-11-02,3,30,1116.117919921875
2012-11-02,3,31,819.7488403320312
2012-11-02,3,32,3837.529052734375
2012-11-02,3,33,3455.312744140625
2012-11-02,3,34,4352.681640625
2012-11-02,3,35,608.9886474609375
2012-11-02,3,36,519.0157470703125
2012-11-02,3,38,92729.6875
2012-11-02,3,40,20411.453125
2012-11-02,3,41,597.5379638671875
2012-11-02,3,42,5289.66552734375
2012-11-02,3,44,2862.89208984375
2012-11-02,3,46,6101.7890625
2012-11-02,3,49,0.0
2012-11-02,3,51,0.0
2012-11-02,3,52,1173.4432373046875
2012-11-02,3,54,0.0
2012-11-02,3,55,7704.20849609375
2012-11-02,3,56,407.25408935546875
2012-11-02,3,59,0.0
2012-11-02,3,60,82.31390380859375
2012-11-02,3,67,2015.3424072265625
2012-11-02,3,71,1035.3160400390625
2012-11-02,3,72,29258.861328125
2012-11-02,3,74,3471.856689453125
2012-11-02,3,79,7321.8837890625
2012-11-02,3,80,0.0
2012-11-02,3,81,1796.3680419921875
2012-11-02,3,82,8256.1142578125
2012-11-02,3,85,389.6602783203125
2012-11-02,3,87,1155.596923828125
2012-11-02,3,90,1815.9405517578125
2012-11-02,3,91,301.02349853515625
2012-11-02,3,92,10008.47265625
2012-11-02,3,94,266.30108642578125
2012-11-02,3,95,17105.0078125
2012-11-02,3,96,4358.326171875
2012-11-02,3,97,445.84033203125
2012-11-02,3,98,0.0
2012-11-02,4,1,64998.83984375
2012-11-02,4,2,99490.1484375
2012-11-02,4,3,12882.4052734375
2012-11-02,4,4,60083.6015625
2012-11-02,4,5,50229.34765625
2012-11-02,4,6,7786.828125
2012-11-02,4,7,56495.72265625
2012-11-02,4,8,63304.91015625
2012-11-02,4,9,37703.15625
2012-11-02,4,10,38584.73046875
2012-11-02,4,11,22438.279296875
2012-11-02,4,12,8937.7939453125
2012-11-02,4,13,85379.8984375
2012-11-02,4,14,29245.46875
2012-11-02,4,16,6174.76904296875
2012-11-02,4,17,16352.83203125
2012-11-02,4,18,33499.99609375
2012-11-02,4,19,3045.3759765625
2012-11-02,4,20,8758.802734375
2012-11-02,4,21,8283.0810546875
2012-11-02,4,22,19559.67578125
2012-11-02,4,23,49257.87890625
2012-11-02,4,24,12960.8818359375
2012-11-02,4,25,16067.19921875
2012-11-02,4,26,24558.6015625
2012-11-02,4,27,3328.9716796875
2012-11-02,4,28,1319.47216796875
2012-11-02,4,29,10392.7333984375
2012-11-02,4,30,6412.005859375
2012-11-02,4,31,3886.7998046875
2012-11-02,4,32,11288.580078125
2012-11-02,4,33,14874.7421875
2012-11-02,4,34,29153.19140625
2012-11-02,4,35,3890.2353515625
2012-11-02,4,36,3334.756103515625
2012-11-02,4,37,3318.11181640625
2012-11-02,4,38,86363.7734375
2012-11-02,4,40,93191.1015625
2012-11-02,4,41,1971.9603271484375
2012-11-02,4,42,10942.5849609375
2012-11-02,4,44,7686.98046875
2012-11-02,4,45,57.63148880004883
2012-11-02,4,46,36199.0234375
2012-11-02,4,47,50.70529556274414
2012-11-02,4,48,3710.268798828125
2012-11-02,4,49,6878.01904296875
2012-11-02,4,51,17.998050689697266
2012-11-02,4,52,3662.685546875
2012-11-02,4,54,57.63148880004883
2012-11-02,4,55,17659.517578125
2012-11-02,4,56,873.3842163085938
2012-11-02,4,58,5536.76904296875
2012-11-02,4,59,463.7716979980469
2012-11-02,4,60,441.5946960449219
2012-11-02,4,67,11815.8212890625
2012-11-02,4,71,6625.02685546875
2012-11-02,4,72,116881.140625
2012-11-02,4,74,18660.869140625
2012-11-02,4,79,59491.64453125
2012-11-02,4,80,19744.96484375
2012-11-02,4,81,33676.16015625
2012-11-02,4,82,33824.75
2012-11-02,4,83,9799.154296875
2012-11-02,4,85,2020.0989990234375
2012-11-02,4,87,17544.767578125
2012-11-02,4,90,103732.9765625
2012-11-02,4,91,70750.4140625
2012-11-02,4,92,191445.609375
2012-11-02,4,93,88526.6328125
2012-11-02,4,94,76608.53125
2012-11-02,4,95,163893.4375
2012-11-02,4,96,46039.33984375
2012-11-02,4,97,42382.91796875
2012-11-02,4,98,18960.978515625
2012-11-02,4,99,515.9556884765625
2012-11-02,5,1,13445.3076171875
2012-11-02,5,2,11728.921875
2012-11-02,5,3,3653.640625
2012-11-02,5,4,10003.0966796875
2012-11-02,5,5,6490.9970703125
2012-11-02,5,6,652.2606811523438
2012-11-02,5,7,6264.03955078125
2012-11-02,5,8,15093.6884765625
2012-11-02,5,9,9210.6455078125
2012-11-02,5,10,9127.8046875
2012-11-02,5,11,6727.15771484375
2012-11-02,5,12,2890.057373046875
2012-11-02,5,13,11247.328125
2012-11-02,5,14,3293.815673828125
2012-11-02,5,16,4705.43212890625
2012-11-02,5,17,2329.553955078125
2012-11-02,5,18,3628.218994140625
2012-11-02,5,19,27.7211971282959
2012-11-02,5,20,877.513427734375
2012-11-02,5,21,1323.5106201171875
2012-11-02,5,22,2650.090576171875
2012-11-02,5,23,5913.970703125
2012-11-02,5,24,1571.45361328125
2012-11-02,5,25,2614.56689453125
2012-11-02,5,26,1592.224853515625
2012-11-02,5,27,478.8703308105469
2012-11-02,5,28,227.5673065185547
2012-11-02,5,29,963.7346801757812
2012-11-02,5,30,740.7954711914062
2012-11-02,5,31,728.304443359375
2012-11-02,5,32,2083.288818359375
2012-11-02,5,33,1629.00439453125
2012-11-02,5,34,3105.5478515625
2012-11-02,5,35,397.1767883300781
2012-11-02,5,36,336.8098449707031
2012-11-02,5,38,62119.4609375
2012-11-02,5,40,20829.296875
2012-11-02,5,41,1416.911376953125
2012-11-02,5,42,2958.259033203125
2012-11-02,5,44,1510.251953125
2012-11-02,5,45,23.741788864135742
2012-11-02,5,46,4209.8759765625
2012-11-02,5,49,0.0
2012-11-02,5,52,378.6070861816406
2012-11-02,5,54,0.7474671602249146
2012-11-02,5,55,3730.037841796875
2012-11-02,5,56,711.5602416992188
2012-11-02,5,58,2879.443359375
2012-11-02,5,59,7.081533908843994
2012-11-02,5,60,179.74681091308594
2012-11-02,5,67,2748.38916015625
2012-11-02,5,71,424.4779052734375
2012-11-02,5,72,10504.044921875
2012-11-02,5,74,2802.960205078125
2012-11-02,5,79,4943.8095703125
2012-11-02,5,81,2746.787353515625
2012-11-02,5,82,4222.90966796875
2012-11-02,5,85,618.7410888671875
2012-11-02,5,87,10873.814453125
2012-11-02,5,90,3228.731201171875
2012-11-02,5,91,1414.224365234375
2012-11-02,5,92,9511.6630859375
2012-11-02,5,94,228.18820190429688
2012-11-02,5,95,19593.76171875
2012-11-02,5,96,8402.845703125
2012-11-02,5,97,507.2543640136719
2012-11-02,5,98,0.0
2012-11-02,6,1,36882.90234375
2012-11-02,6,2,49119.2265625
2012-11-02,6,3,11357.2392578125
2012-11-02,6,4,32721.46875
2012-11-02,6,5,32096.619140625
2012-11-02,6,6,4990.896484375
2012-11-02,6,7,27142.41015625
2012-11-02,6,8,50908.71484375
2012-11-02,6,9,51730.19140625
2012-11-02,6,10,45223.2578125
2012-11-02,6,11,17914.126953125
2012-11-02,6,12,5373.708984375
2012-11-02,6,13,36619.17578125
2012-11-02,6,14,22840.78515625
2012-11-02,6,16,9329.7607421875
2012-11-02,6,17,13918.1572265625
2012-11-02,6,18,24482.853515625
2012-11-02,6,19,2781.914794921875
2012-11-02,6,20,6896.0625
2012-11-02,6,21,7640.6728515625
2012-11-02,6,22,17651.220703125
2012-11-02,6,23,27945.50390625
2012-11-02,6,24,6094.0908203125
2012-11-02,6,25,11751.171875
2012-11-02,6,26,9826.37109375
2012-11-02,6,27,1799.65625
2012-11-02,6,28,938.1680297851562
2012-11-02,6,29,5626.59326171875
2012-11-02,6,30,4508.67138671875
2012-11-02,6,31,3069.336181640625
2012-11-02,6,32,6280.69189453125
2012-11-02,6,33,7523.36376953125
2012-11-02,6,34,16838.845703125
2012-11-02,6,35,2672.418212890625
2012-11-02,6,36,1439.583251953125
2012-11-02,6,37,3804.61669921875
2012-11-02,6,38,69912.5703125
2012-11-02,6,40,67439.828125
2012-11-02,6,41,4128.0302734375
2012-11-02,6,42,9146.2333984375
2012-11-02,6,44,9357.365234375
2012-11-02,6,45,71.22317504882812
2012-11-02,6,46,21748.451171875
2012-11-02,6,47,95.70757293701172
2012-11-02,6,48,3979.16015625
2012-11-02,6,49,12174.6484375
2012-11-02,6,52,3950.408935546875
2012-11-02,6,54,38.18840026855469
2012-11-02,6,55,12587.35546875
2012-11-02,6,56,1995.1136474609375
2012-11-02,6,58,3820.00048828125
2012-11-02,6,59,184.5045928955078
2012-11-02,6,60,342.6545715332031
2012-11-02,6,67,10123.22265625
2012-11-02,6,71,4502.31298828125
2012-11-02,6,72,95677.9375
2012-11-02,6,74,20734.505859375
2012-11-02,6,79,23667.8046875
2012-11-02,6,80,13798.4814453125
2012-11-02,6,81,14135.2109375
2012-11-02,6,82,18394.435546875
2012-11-02,6,83,3523.449951171875
2012-11-02,6,85,1651.4703369140625
2012-11-02,6,87,48698.0
2012-11-02,6,90,56559.96484375
2012-11-02,6,91,44518.58984375
2012-11-02,6,92,107061.25
2012-11-02,6,93,42930.44140625
2012-11-02,6,94,41539.55078125
2012-11-02,6,95,85345.3125
2012-11-02,6,96,29068.322265625
2012-11-02,6,97,20286.740234375
2012-11-02,6,98,10553.931640625
2012-11-02,6,99,327.9630126953125
2012-11-02,7,1,11378.4326171875
2012-11-02,7,2,20273.5
2012-11-02,7,3,7013.90087890625
2012-11-02,7,4,13186.1962890625
2012-11-02,7,5,12287.2216796875
2012-11-02,7,6,3741.42626953125
2012-11-02,7,7,6080.20751953125
2012-11-02,7,8,14554.1884765625
2012-11-02,7,9,25235.8984375
2012-11-02,7,10,22152.548828125
2012-11-02,7,11,14140.3310546875
2012-11-02,7,12,4348.43212890625
2012-11-02,7,13,14874.59375
2012-11-02,7,14,9923.01953125
2012-11-02,7,16,5276.72998046875
2012-11-02,7,17,6362.7548828125
2012-11-02,7,18,10060.1416015625
2012-11-02,7,19,1.0477287769317627
2012-11-02,7,20,3302.988525390625
2012-11-02,7,21,1494.1451416015625
2012-11-02,7,22,7366.8251953125
2012-11-02,7,23,15553.921875
2012-11-02,7,24,2800.644775390625
2012-11-02,7,25,4844.98681640625
2012-11-02,7,26,2175.073486328125
2012-11-02,7,27,751.38720703125
2012-11-02,7,28,332.3572692871094
2012-11-02,7,29,1607.9051513671875
2012-11-02,7,30,930.154052734375
2012-11-02,7,31,1753.5296630859375
2012-11-02,7,32,3090.537841796875
2012-11-02,7,33,2934.200439453125
2012-11-02,7,34,3539.919677734375
2012-11-02,7,35,50.14463806152344
2012-11-02,7,36,1291.8502197265625
2012-11-02,7,38,27032.943359375
2012-11-02,7,40,27027.498046875
2012-11-02,7,41,1951.7337646484375
2012-11-02,7,42,6155.01318359375
2012-11-02,7,44,3709.949951171875
2012-11-02,7,45,33.048851013183594
2012-11-02,7,46,11664.548828125
2012-11-02,7,47,33.8588981628418
2012-11-02,7,48,2149.9599609375
2012-11-02,7,49,61.85551452636719
2012-11-02,7,51,56.19000244140625
2012-11-02,7,52,1182.414306640625
2012-11-02,7,54,25.358253479003906
2012-11-02,7,55,5242.1318359375
2012-11-02,7,56,689.4405517578125
2012-11-02,7,58,1663.1500244140625
2012-11-02,7,59,69.64222717285156
2012-11-02,7,60,130.87998962402344
2012-11-02,7,67,3641.966796875
2012-11-02,7,71,1974.692138671875
2012-11-02,7,72,40929.71484375
2012-11-02,7,74,9404.142578125
2012-11-02,7,79,5160.8779296875
2012-11-02,7,80,378.8560791015625
2012-11-02,7,81,5849.87109375
2012-11-02,7,82,8566.8544921875
2012-11-02,7,83,588.8214721679688
2012-11-02,7,85,1790.9071044921875
2012-11-02,7,87,13758.1123046875
2012-11-02,7,90,13682.3857421875
2012-11-02,7,91,9672.259765625
2012-11-02,7,92,26214.4453125
2012-11-02,7,93,1841.0103759765625
2012-11-02,7,94,1457.1724853515625
2012-11-02,7,95,30725.087890625
2012-11-02,7,96,776.960693359375
2012-11-02,7,97,3911.367919921875
2012-11-02,7,98,105.65960693359375
2012-11-02,8,1,25831.919921875
2012-11-02,8,2,36013.13671875
2012-11-02,8,3,7149.49072265625
2012-11-02,8,4,22032.720703125
2012-11-02,8,5,23107.400390625
2012-11-02,8,6,2574.900634765625
2012-11-02,8,7,20412.6640625
2012-11-02,8,8,29902.9609375
2012-11-02,8,9,10732.2646484375
2012-11-02,8,10,21294.37109375
2012-11-02,8,11,18448.5859375
2012-11-02,8,12,7771.92919921875
2012-11-02,8,13,26565.853515625
2012-11-02,8,14,10253.853515625
2012-11-02,8,16,4627.30712890625
2012-11-02,8,17,6463.85888671875
2012-11-02,8,18,16413.96875
2012-11-02,8,19,644.7314453125
2012-11-02,8,20,3157.849365234375
2012-11-02,8,21,3880.7353515625
2012-11-02,8,22,7422.982421875
2012-11-02,8,23,16566.18359375
2012-11-02,8,24,4336.83544921875
2012-11-02,8,25,6569.5791015625
2012-11-02,8,26,6596.42626953125
2012-11-02,8,27,1403.4798583984375
2012-11-02,8,28,440.73675537109375
2012-11-02,8,29,2705.77294921875
2012-11-02,8,30,1816.9505615234375
2012-11-02,8,31,1840.8209228515625
2012-11-02,8,32,4041.950927734375
2012-11-02,8,33,6765.20068359375
2012-11-02,8,34,7293.6435546875
2012-11-02,8,35,1564.133544921875
2012-11-02,8,36,1103.6011962890625
2012-11-02,8,37,2106.780029296875
2012-11-02,8,38,66946.0234375
2012-11-02,8,40,40450.6640625
2012-11-02,8,41,1607.520263671875
2012-11-02,8,42,5439.1025390625
2012-11-02,8,44,5154.2734375
2012-11-02,8,45,8.116747856140137
2012-11-02,8,46,17333.150390625
2012-11-02,8,49,2287.446533203125
2012-11-02,8,52,1321.0782470703125
2012-11-02,8,54,87.91358947753906
2012-11-02,8,55,6321.21240234375
2012-11-02,8,56,1373.20849609375
2012-11-02,8,58,1211.0928955078125
2012-11-02,8,59,211.9490509033203
2012-11-02,8,60,276.1002197265625
2012-11-02,8,67,5166.3486328125
2012-11-02,8,71,1242.488525390625
2012-11-02,8,72,39910.76953125
2012-11-02,8,74,8993.421875
2012-11-02,8,79,21350.109375
2012-11-02,8,80,9817.044921875
2012-11-02,8,81,12401.2802734375
2012-11-02,8,82,14597.216796875
2012-11-02,8,83,2375.725830078125
2012-11-02,8,85,1793.4591064453125
2012-11-02,8,87,23763.962890625
2012-11-02,8,90,42714.33203125
2012-11-02,8,91,31489.38671875
2012-11-02,8,92,74019.2265625
2012-11-02,8,93,29954.291015625
2012-11-02,8,94,25609.142578125
2012-11-02,8,95,63971.078125
2012-11-02,8,97,17415.28125
2012-11-02,8,98,7955.8408203125
2012-11-02,8,99,299.2269592285156
2012-11-02,9,1,23233.712890625
2012-11-02,9,2,26312.087890625
2012-11-02,9,3,5943.98486328125
2012-11-02,9,4,18962.478515625
2012-11-02,9,5,22298.23046875
2012-11-02,9,6,2404.584716796875
2012-11-02,9,7,15049.623046875
2012-11-02,9,8,25500.66015625
2012-11-02,9,9,14907.4814453125
2012-11-02,9,10,14089.26171875
2012-11-02,9,11,14865.912109375
2012-11-02,9,12,7319.30810546875
2012-11-02,9,13,23413.927734375
2012-11-02,9,14,7995.80517578125
2012-11-02,9,16,3453.7158203125
2012-11-02,9,17,5181.03955078125
2012-11-02,9,18,10224.7568359375
2012-11-02,9,19,1645.9110107421875
2012-11-02,9,20,2961.42041015625
2012-11-02,9,21,3683.3251953125
2012-11-02,9,22,6061.85595703125
2012-11-02,9,23,14780.703125
2012-11-02,9,24,3608.551513671875
2012-11-02,9,25,4668.58203125
2012-11-02,9,26,4833.990234375
2012-11-02,9,27,835.2482299804688
2012-11-02,9,28,287.9118957519531
2012-11-02,9,29,2146.750732421875
2012-11-02,9,30,1415.302001953125
2012-11-02,9,31,1371.294921875
2012-11-02,9,32,3530.32568359375
2012-11-02,9,33,3395.732666015625
2012-11-02,9,34,5908.30712890625
2012-11-02,9,35,960.5767211914062
2012-11-02,9,36,652.3955688476562
2012-11-02,9,38,75903.6171875
2012-11-02,9,40,32296.990234375
2012-11-02,9,41,1482.063720703125
2012-11-02,9,42,3404.96484375
2012-11-02,9,44,4465.75634765625
2012-11-02,9,45,87.4482192993164
2012-11-02,9,46,6780.60791015625
2012-11-02,9,47,107.07315826416016
2012-11-02,9,48,887.6713256835938
2012-11-02,9,49,40.65494155883789
2012-11-02,9,52,1755.043212890625
2012-11-02,9,54,74.866455078125
2012-11-02,9,55,8322.7646484375
2012-11-02,9,56,1000.4788208007812
2012-11-02,9,59,46.964111328125
2012-11-02,9,60,107.51058959960938
2012-11-02,9,67,3679.51220703125
2012-11-02,9,71,1237.766845703125
2012-11-02,9,72,35554.60546875
2012-11-02,9,74,6997.357421875
2012-11-02,9,79,13121.8271484375
2012-11-02,9,80,0.0
2012-11-02,9,81,2571.772216796875
2012-11-02,9,82,10706.357421875
2012-11-02,9,85,679.6463623046875
2012-11-02,9,87,13603.47265625
2012-11-02,9,90,3100.78955078125
2012-11-02,9,91,863.389892578125
2012-11-02,9,92,19845.51171875
2012-11-02,9,94,149.13336181640625
2012-11-02,9,95,33690.84375
2012-11-02,9,96,4355.017578125
2012-11-02,9,98,216.09356689453125
2012-11-02,10,1,76358.6328125
2012-11-02,10,2,106310.921875
2012-11-02,10,3,20159.650390625
2012-11-02,10,4,44969.234375
2012-11-02,10,5,54856.171875
2012-11-02,10,6,8681.212890625
2012-11-02,10,7,59281.86328125
2012-11-02,10,8,88970.0234375
2012-11-02,10,9,59540.609375
2012-11-02,10,10,44964.375
2012-11-02,10,11,26155.39453125
2012-11-02,10,12,9060.7666015625
2012-11-02,10,13,62551.4140625
2012-11-02,10,14,35159.26953125
2012-11-02,10,16,12096.7548828125
2012-11-02,10,17,25449.828125
2012-11-02,10,18,26454.09375
2012-11-02,10,19,3185.998779296875
2012-11-02,10,20,14767.0458984375
2012-11-02,10,21,8530.5595703125
2012-11-02,10,22,21997.357421875
2012-11-02,10,23,57515.6171875
2012-11-02,10,24,14508.33203125
2012-11-02,10,25,19948.19140625
2012-11-02,10,26,18833.689453125
2012-11-02,10,27,4177.34375
2012-11-02,10,28,1502.5767822265625
2012-11-02,10,29,14752.984375
2012-11-02,10,30,9279.4091796875
2012-11-02,10,31,4146.138671875
2012-11-02,10,32,18668.541015625
2012-11-02,10,33,13606.4443359375
2012-11-02,10,34,37835.50390625
2012-11-02,10,35,6442.646484375
2012-11-02,10,36,1220.2464599609375
2012-11-02,10,37,3841.0224609375
2012-11-02,10,38,84317.84375
2012-11-02,10,40,98257.3125
2012-11-02,10,41,17874.072265625
2012-11-02,10,42,12138.9560546875
2012-11-02,10,44,10474.2138671875
2012-11-02,10,45,0.0
2012-11-02,10,46,49143.51171875
2012-11-02,10,47,56.72468566894531
2012-11-02,10,48,3422.604736328125
2012-11-02,10,49,20607.4765625
2012-11-02,10,50,4294.330078125
2012-11-02,10,51,48.201995849609375
2012-11-02,10,52,4390.9873046875
2012-11-02,10,54,11.11659049987793
2012-11-02,10,55,17595.31640625
2012-11-02,10,56,920.980224609375
2012-11-02,10,58,3972.308349609375
2012-11-02,10,59,276.0952453613281
2012-11-02,10,60,530.6727294921875
2012-11-02,10,67,11876.75390625
2012-11-02,10,71,12752.865234375
2012-11-02,10,72,152226.96875
2012-11-02,10,74,34046.08984375
2012-11-02,10,79,33637.125
2012-11-02,10,80,272.68707275390625
2012-11-02,10,81,10100.21875
2012-11-02,10,82,22522.044921875
2012-11-02,10,83,191.85206604003906
2012-11-02,10,85,2674.392822265625
2012-11-02,10,87,29144.224609375
2012-11-02,10,90,14572.63671875
2012-11-02,10,91,11476.3310546875
2012-11-02,10,92,55852.140625
2012-11-02,10,93,1262.664794921875
2012-11-02,10,94,739.4024047851562
2012-11-02,10,95,69785.359375
2012-11-02,10,96,14078.79296875
2012-11-02,10,97,4862.576171875
2012-11-02,10,98,524.273193359375
2012-11-02,11,1,29635.400390625
2012-11-02,11,2,52578.09765625
2012-11-02,11,3,10759.806640625
2012-11-02,11,4,26984.958984375
2012-11-02,11,5,41243.234375
2012-11-02,11,6,3805.579345703125
2012-11-02,11,7,35501.07421875
2012-11-02,11,8,35702.51953125
2012-11-02,11,9,14760.0166015625
2012-11-02,11,10,22866.91015625
2012-11-02,11,11,13258.052734375
2012-11-02,11,12,3887.10205078125
2012-11-02,11,13,39938.0
2012-11-02,11,14,22234.3359375
2012-11-02,11,16,5924.01513671875
2012-11-02,11,17,11921.173828125
2012-11-02,11,18,24598.4375
2012-11-02,11,19,2170.90283203125
2012-11-02,11,20,7724.44482421875
2012-11-02,11,21,6134.67333984375
2012-11-02,11,22,14708.9091796875
2012-11-02,11,23,33670.2421875
2012-11-02,11,24,8535.30078125
2012-11-02,11,25,10502.1240234375
2012-11-02,11,26,11092.97265625
2012-11-02,11,27,2575.35302734375
2012-11-02,11,28,1401.90625
2012-11-02,11,29,7419.77392578125
2012-11-02,11,30,5197.36962890625
2012-11-02,11,31,2172.35693359375
2012-11-02,11,32,8931.8916015625
2012-11-02,11,33,7798.41650390625
2012-11-02,11,34,18371.880859375
2012-11-02,11,35,3632.478515625
2012-11-02,11,36,925.8021240234375
2012-11-02,11,37,3852.95849609375
2012-11-02,11,38,68450.1171875
2012-11-02,11,40,54135.14453125
2012-11-02,11,41,1808.4210205078125
