Actual_Sales,Predicted_Sales
187.31,206.50662495538302
60.64,212.7077424834878
94.69,177.09749620604288
199.1,202.50525673858579
104.51,176.6099153734657
60.9,191.9613040143499
116.5,167.51300039409193
136.69,192.35934302216435
435.49,225.50523423762763
562.27,443.49696672158564
687.58,517.5078109231939
2246.49,709.797444302626
1254.43,2183.990103707039
2780.48,1318.162240117853
5115.51,2949.4401727983295
13232.07,8438.627445742466
5477.96,5011.531598607506
294.34,2672.5553496779526
187.08,379.24327875433767
46.55,391.67332101536726
35.26,306.00811028574736
121.49,260.5162778782931
110.58,293.52439973486787
41.37,251.0311670430023
18.78,220.21272898632367
-11.26,162.16917091424347
0.95,21.55024881900053
31.51,132.74292015446602
-12.97,234.24709747081135
2.5,-36.8293144482556
-15.0,23.59571530332188
20.04,-26.669050613311224
12.25,23.216783581066135
-2.5,22.816320562582664
0.02,8.59946787004987
12.16,23.277774548623682
-2.66,22.27964021116094
-6.0,8.59946787004987
7.34,8.59946787004987
1.0,22.1333223505845
96.5,22.00121912489148
99.44,82.1091785682603
55.11,86.8220778776037
108.85,56.279222376713726
196.91,118.10915828116524
50.48,204.19413790363515
8.06,60.270571494009566
21.73,94.33591717631303
21.84,51.28769985974317
15.0,30.32878025977801
-0.79,30.050041672743614
19.98,-336.74807858916176
29.14,30.746979906614957
44.0,1838.2518094145337
123.2,39.32387233424556
114.4,124.95249212742979
130.2,107.61747703118516
211.2,129.8201231810865
52.8,209.23291103464183
61.6,157.36028042969778
59.8,159.6196252214017
88.0,60.87806205913914
59.8,76.9174995382112
52.8,54.48873169607328
96.8,54.48873169607328
8.8,81.46496766718887
184.8,54.77900390070662
147.8,139.15611036136383
132.0,260.5980674156979
95.0,279.795163658908
95.5,242.04173301019952
96.8,229.7082136373304
114.4,130.3399596896349
123.2,96.08505628499064
153.0,98.49468573963298
96.8,326.4690212124164
96.8,212.5302517450027
114.4,212.82937532990832
114.4,218.96927339249953
119.6,116.51534410974567
7.0,214.08435078077227
114.4,62.23446558687555
272.8,137.54239070953543
116.0,271.58492960018805
123.2,233.60253018841635
149.6,366.8861382978496
132.0,489.41832120630306
123.2,444.2333535788017
147.8,241.0089613058967
61.6,312.4821593048224
123.2,155.82311146982363
35.2,185.10406621430758
114.4,101.52880332361147
88.0,128.99249789151906
79.2,117.87537567235019
105.6,93.09517591422744
79.2,144.67093662210294
290.4,94.26218262786155
281.6,280.7184720086888
154.8,295.7396586508406
123.2,307.885968958646
44.0,160.9004392812478
70.4,112.30318167313406
211.2,103.68659525899771
96.8,163.09839885975506
211.2,114.73558566137466
140.8,168.28114204411864
68.6,240.6487458232883
123.2,116.5149842185543
184.8,154.56228428328401
88.0,159.7937398989613
35.2,111.79340045523962
44.0,110.82930068671725
112.6,112.97956159396335
66.8,110.65505752260171
114.4,95.8948210990908
105.6,101.19320371705747
132.0,98.86194583397037
70.4,405.82407187971035
61.6,169.05986978488534
35.2,164.34690027286106
44.0,111.7392233876187
35.2,64.06395417913386
44.0,58.874626962827755
88.0,59.352633689749226
35.2,72.3430864479659
52.8,59.22375481672083
61.6,62.235645913548716
26.4,64.6581027044463
61.6,44.75118413093871
52.8,56.99457150847447
26.4,51.44418746341645
70.4,41.43883979205042
123.2,63.92103954705402
88.0,88.3944329463558
167.2,78.83106232057743
70.4,143.46668410750934
61.6,130.10224553541258
123.2,75.67024696282105
44.0,136.22193784079985
44.0,70.08983202141305
70.4,68.77247396079336
140.8,73.78348700209473
52.8,185.60745370003184
52.8,76.68340655857011
88.0,73.65471826354207
79.2,124.93290756386347
8.8,79.55752674625295
105.6,59.26894401360446
158.4,87.29890821324086
237.6,163.9677506884235
220.0,216.97293718781447
61.6,225.6667584871433
26.4,93.01429594491292
44.0,78.37334980613994
26.4,77.261715396963
80.2,52.37827769357772
99.0,75.89240106456748
63.0,81.75746902215955
117.0,74.99891493743455
99.0,97.00951399788559
27.0,91.68957324128782
45.0,67.485013576451
45.0,69.00157181208277
99.0,56.83026912186936
63.0,73.24126717196242
72.0,67.47061534180776
45.0,113.87553307839075
63.0,66.66228474254642
81.0,67.15960143229398
108.0,73.41645005954626
99.0,84.76055004095836
54.0,84.20897574636601
63.0,68.70465719415192
45.0,74.11423485011566
108.0,65.05784460485071
72.0,83.87715254318874
99.0,73.7768094645525
81.0,82.46051881352768
72.0,84.06541771635835
45.0,80.03148242559992
61.5,69.29122800517119
54.0,70.70265129691147
72.0,65.47616827814255
72.0,71.40875457730964
45.0,72.4596091533875
108.0,64.36016222942786
117.0,85.08415336799835
144.0,92.09301417472383
90.0,244.12237365407483
54.0,345.37091714337157
99.0,157.08976494812322
90.0,169.94391369399335
144.0,126.35870691134181
54.0,234.96739352066314
90.0,76.18872221830074
7158.34,8356.811444444573
11460.71,7632.73996808859
8635.43,11441.762071424615
4571.92,8440.936940103851
5124.03,5070.405692523329
6556.52,5792.477112279285
5955.74,6531.573545996705
5718.3,5847.616687510351
7209.01,5801.100592622041
4802.13,6913.920436788779
5404.42,5203.320177803214
5649.65,5589.332354494275
7108.82,6005.056035868055
12569.43,6718.4453670418625
10213.69,11189.847439536412
6532.01,9185.043933447749
6062.57,7042.567934246046
5806.11,6470.744163503471
7809.52,6196.91652137355
10299.29,7144.413612085316
7624.75,9308.798336299122
5054.06,7940.5939805065
5098.68,5671.06728124903
4899.2,5709.996818779111
4652.76,5622.338681509646
4984.83,4939.971600447932
5124.16,5126.287778163244
5403.01,5133.5958315911175
4413.98,5222.33204080376
3843.2,4850.651367690491
3579.81,4463.119255842212
3297.35,4521.676174499212
3664.62,3744.144186201374
3711.8,3584.5763934883234
3282.4,3586.487147274194
4422.6,3469.962926948082
4778.5,4073.401603280754
4766.7,4457.333137248721
5508.37,4464.10227838103
4128.7,5097.905521531187
5234.45,4811.151010933181
5344.49,4952.04235662424
4806.19,6545.83174368715
5059.35,5130.399363703781
6458.25,6008.449668365399
8680.92,7707.713568687173
16237.37,11573.847749080342
3496.08,6355.014582121213
2569.08,3470.3727798520536
3526.75,2810.338639045843
3497.76,3964.3456661614446
3179.24,3474.90884426465
4539.29,3397.1868754349375
8190.42,4915.801885552098
8649.63,7536.65978402824
3745.37,8270.75040371177
3801.25,4421.796973177949
3945.28,4423.99422329978
4009.75,4458.2839296104385
3965.67,4034.2228618433383
4357.5,4036.36740021434
4159.36,4229.7185345067255
4922.79,4222.047654833326
6513.1,4747.7450690659225
4452.79,5816.229304723131
8712.46,4805.78295129838
7329.83,8140.455152731037
4487.62,6993.216735466947
4614.79,5008.004441540284
4278.43,5115.824900761913
5380.21,4659.633843054077
7825.59,5104.562908376142
6312.55,7045.673356041345
3580.53,6170.588447867108
3058.38,4410.3035194507975
3168.04,3643.2853281316084
3475.31,3535.71674338131
3195.43,3456.3401702905776
3388.34,3349.0605957633093
3703.51,3432.7100319846154
3445.89,3529.956695667129
3229.69,3491.693749314606
3471.79,3408.7317569767356
3955.91,3910.6774243015634
4349.49,3608.0790293747814
4507.73,4070.3537027732737
4755.03,4251.7191318643045
4435.0,4487.12054518539
4199.63,4400.767772455636
4793.9,4323.975215646575
4220.08,4608.810721099091
3280.84,4316.268566492101
5079.77,3759.089446211726
5088.95,4756.708055260819
5160.5,6334.693598468596
4864.07,4924.337048775495
6854.01,5889.844280885797
8829.91,9188.216585781944
15185.59,11909.763050667916
6920.47,5694.695425429863
4240.4,4954.239645987296
3370.66,4309.626403900714
3875.67,3832.5823713027426
4544.09,4261.898320959464
6596.81,4466.726405997908
6617.65,7485.435757523539
10570.42,6793.105258682742
3368.37,9084.300347216646
3373.09,4196.0538142432
4151.5,4222.841873911748
4168.74,4651.287704982636
4053.32,4074.009939155183
4403.61,4112.248705197543
6391.55,4403.012485293205
4302.03,5473.358020188783
4376.97,4577.734561802754
4392.08,4767.965422647434
6333.92,4734.430468259604
10152.45,5537.830028090321
7885.94,10618.559863420527
5294.71,7573.891151980872
4667.57,5621.670691683686
6018.83,5134.156907928158
7925.58,5990.531739605472
7594.51,7319.3240417138895
4681.19,6963.049728594362
4513.77,5154.563377057278
4385.09,5048.054557837763
4671.91,4863.58732887031
4327.94,4668.7887358764365
4722.54,4573.221621623563
5435.71,4631.736529683486
4681.31,5157.0477189974645
4749.67,4855.4795691658
4369.47,4907.381753194066
4163.32,4777.580616169276
3944.81,4431.273243834471
4531.07,4174.742144022256
4492.47,4420.45801992719
5657.02,4414.5162808954765
5542.05,5123.396402879231
5149.8,5161.892664920053
5866.27,5020.408602446068
21646.18,8205.798747777904
21266.5,21708.836268244122
23361.4,21192.97595000976
21330.12,19257.406111538116
20481.52,21691.656960468084
16938.5,21066.79303467837
15000.79,18248.06874907017
14009.0,15545.429613318758
16528.1,15013.73896769518
16973.71,16078.827148186872
12576.54,16264.654312875804
12826.31,13266.950517357494
14054.5,13695.92811562739
18587.44,14328.127470522968
14945.25,17214.53887382263
15761.98,15196.83300017816
14608.66,15899.05238690375
15619.64,15259.878454609963
13497.62,15538.04153284493
15934.02,14264.177375879397
16475.42,15421.959243630161
16999.14,15868.849763609292
19413.62,16119.752903474346
18001.22,18447.63776396528
16122.92,18022.67426195551
17280.32,16941.101171364317
16689.02,17683.229584684163
18332.71,16826.777096603273
15401.84,17938.283998969186
15839.58,16106.728231235375
14514.64,16456.451081540843
14380.34,15228.929634264086
12540.34,14814.637347309403
12383.12,13095.796139619088
11835.1,12876.485717047668
11541.9,12529.933397289144
9140.99,11924.448657750305
8968.58,10181.159524239363
9708.2,10053.418977734902
12513.22,9981.755028651343
11564.7,12879.18932390644
8246.57,11919.475685234505
23070.88,12153.517701031158
14259.74,15973.545252494345
10054.82,15753.085971323224
9736.86,11970.26195317396
15799.62,13450.558449869957
5406.82,10423.104730952384
10441.75,5300.498611724974
11330.34,9902.430165587444
7861.9,11634.46415218505
8499.18,8687.317877288278
10562.56,9209.11042194164
14928.56,11884.206594574558
15624.14,13819.17613862301
14263.62,14385.535375468962
15121.87,13619.508582496957
14695.5,15253.305928050468
10908.04,14804.391817837919
12279.99,12021.446292059481
11061.82,12967.431369283084
12288.1,12146.302368771296
9950.55,12036.730177793796
9446.75,10894.506770799408
8429.25,10059.708431618785
9477.12,9222.80751646518
7748.26,9797.766806502297
9330.46,8447.022034389918
7378.69,9228.439607316035
8001.1,8172.467533168403
8393.97,8329.820296238177
11460.27,8574.121171847588
9460.45,10023.432323206243
10712.98,9369.142068744515
8710.04,10348.01004480767
7349.36,9323.805439686346
8545.4,8378.163897263898
10882.27,8845.303480837763
14345.08,9855.975479174673
12629.57,12134.0520782451
13286.3,12003.491539100993
14292.85,13392.339670575362
13616.91,13600.313758864508
14973.02,13713.901504133206
10982.37,14238.309150828503
9918.96,11857.482831213509
11068.92,10743.04331268806
10737.6,11406.575918675648
14144.88,10804.627127679794
12043.57,12482.444581492131
9306.39,11981.578770729133
8199.39,10558.726044938798
11093.83,9021.56062240133
10540.23,11675.024798306044
26104.93,12463.487970513743
12089.78,17628.00075847551
9789.97,13522.306583855618
11664.36,12061.58170873008
16463.4,18300.273953177573
20836.24,11982.593908333329
10146.4,16704.81782066737
9454.89,9770.130948394
9995.14,9967.255589422914
7368.34,10558.006813818949
13729.28,8767.56814130334
16959.03,14763.619950784243
15844.3,16315.799524344478
16609.11,15299.841350478151
15436.29,15885.49421998183
12645.02,15781.860782094967
13324.87,13384.373974986967
11755.44,13771.154305800723
9821.2,12607.692002425958
11790.62,10874.129576243395
10937.34,11846.140292781989
11297.55,11315.290642122807
9083.66,11491.724655591659
12847.87,9602.748657114944
10944.74,12444.576661937821
10887.15,11000.053480183064
9989.37,11168.503251954608
11159.34,10757.112296058196
9963.88,11059.833171823544
8700.08,10173.290139265295
11863.13,9427.642769605738
10797.06,11926.581286863297
11497.35,10578.399960884077
11467.96,11108.138957234742
12631.25,11757.078939707666
10808.87,12114.023920770707
12956.66,11839.577440332107
12603.37,12334.025743456581
11217.56,12209.82013702461
11731.8,11524.979891854939
10808.44,12162.841786699535
10408.1,11674.154044995568
9202.88,10690.165525431754
9027.84,9612.375452773143
9280.19,9474.914245426042
10911.68,9416.1097993458
8523.44,10827.763214932613
7740.95,9177.98943531529
9076.24,8584.088871337812
163571.09,72163.32996976198
170582.14,130006.3188809523
177836.44,149242.32075018313
130327.03,160191.69906923073
128959.53,130114.52491625532
119818.42,126672.2031443851
107122.68,121061.75942999996
84559.82,109731.81613355567
94720.93,98046.0471347047
81833.43,101266.68824355672
99881.74,86418.31682500841
90471.34,92635.29509293596
84092.89,99903.48191945603
81284.87,86209.44215051903
86265.85,89321.46665793526
67971.47,90053.84244749189
73908.74,84368.55161240489
86410.4,84937.38974723619
85622.24,86545.10832130088
94462.5,83717.73666837903
90088.62,87355.75415749151
85561.12,89576.19829814973
88092.49,87072.72100540617
88429.68,88793.59190287437
88464.24,88949.4900576658
94110.76,88835.95651199807
91643.49,91317.91021193106
78424.69,90718.86930899962
87899.94,84733.17046457021
76278.96,89462.4031727841
75318.88,88594.31199541302
82173.7,84187.90505795374
74568.12,87481.54865057467
52426.94,82635.51369010731
70742.27,58685.21519359352
67727.1,71348.78351133705
59401.93,73744.06983167364
60545.53,59830.80953076009
65722.05,64489.700967141456
66337.55,66385.07742500902
75509.88,64684.243060128734
59615.23,73136.64195126365
627962.93,73465.8809026808
66617.39,151643.13949587426
100271.2,86666.24110000007
133768.94,157937.90803942122
229483.77,285046.0970949493
49797.91,91763.20000000006
44243.66,54197.68213333336
55818.63,55596.1417
52948.54,63307.8987944193
59467.78,59484.18946867406
85639.54,64814.61324693579
102956.84,83004.00815873503
95235.01,107371.23609802414
109261.32,96630.30152563658
110241.23,100491.00209999522
101503.1,106301.71291697389
70763.9,102496.99277121249
79415.35,85738.64018792608
74942.82,89379.13195362233
72146.34,85347.01840633611
69731.9,76884.33008157043
66106.43,76088.58060836703
66552.52,70633.18352024893
66833.3,69986.25394374739
73401.82,73273.03475640413
58972.75,70817.32494979294
56864.62,67214.45032716948
56280.56,62651.48579998689
50569.12,59902.128929444334
67391.58,54939.88605568509
69574.75,58579.93693239893
50859.88,61117.089301784
61014.83,54093.99049008336
64495.18,62587.52301571118
58607.73,62071.688361302644
51857.73,58479.17911287444
70715.63,57337.163060572486
70933.04,62442.86022954377
74008.17,64832.652616561994
59676.99,72779.56436642111
60990.73,63253.64139072455
77293.22,69086.24373773587
68542.72,73602.12325351195
65075.6,72473.95089233715
74257.53,71264.94360394457
67803.58,72663.10775458487
82828.84,68445.27346175932
100761.89,72952.64497930306
91000.51,85704.27987160686
76095.11,79839.9907552949
110253.92,81485.07213125941
92764.63,102169.39956103539
649770.18,140877.2096300634
105459.33,155946.53770232407
84718.17,142618.48433583986
113554.86,118007.46176275452
185794.28,279645.1548999998
112986.02,105024.39744554921
59549.54,110605.70160215517
47716.8,59589.348066167535
57943.5,59059.01649999998
58255.35,79022.8987137089
79179.66,67172.57286512178
113478.2,77758.58369151896
98937.49,108712.05524367953
97682.46,96881.23184797826
73374.27,97007.19162830278
72430.02,87775.40715472693
78323.2,85282.16213947376
45883.72,83588.10256071335
59063.27,48037.75539978653
69518.58,63242.85094652464
60793.38,66596.29172416066
62196.63,58130.45062217279
43363.86,61111.975614644856
63709.99,51010.9498225378
64826.62,58581.421589655365
62274.31,59484.10341730836
51403.51,58424.95904621502
58012.79,57487.82125931415
74877.86,59834.356073725736
63227.79,63658.92896121605
68463.27,60222.36747801837
54191.43,71386.84074958976
81484.68,57927.27004485916
57295.65,73597.14623190608
59659.91,64600.616075749036
70791.28,59945.15911955462
80195.71,74416.0588305449
66518.43,72172.50297338392
69623.26,66151.75838019507
63287.7,71117.88403709921
76706.52,67118.44018955357
88971.56,70690.76953619141
84173.15,81843.61992835258
74993.81,81538.79671174978
90018.51,81779.84926436005
88776.97,84270.85308029092
87449.92,84812.07701247858
78760.85,82553.37004441506
78390.69,84149.37493569353
28397.4,13086.207349009796
26963.45,26774.827151631926
28704.53,25328.82375277076
24732.48,23986.578168544613
26744.97,26027.552720738142
26620.13,26657.96245543906
26665.89,27048.561447737167
25602.67,26331.948768171686
27533.09,25910.17269687481
26882.94,27285.769353360898
26553.73,26621.12807424501
26387.36,26488.42483821456
26932.41,26770.123764486452
26206.0,26671.705425220392
28074.7,26281.341260063997
26298.53,27480.342964922496
31002.71,26716.874530808687
28480.83,29286.949962386716
26681.4,28554.68957345426
28864.63,27198.879936305857
26074.05,29405.463164082914
28946.47,27270.16201602618
30753.97,28175.769704519516
29238.9,29681.651332137088
31240.96,28609.088801155154
31112.78,30046.139283199307
32854.03,30642.247909138547
29811.0,31583.44536030736
30246.8,30261.498630543923
26576.39,30722.08789155771
26750.69,28284.620143018565
25585.25,27755.455300847138
20476.1,27019.79847776458
20895.75,21084.02000351944
20909.17,21656.115855129487
22073.11,21800.870954084836
21335.62,21492.880265573775
18943.83,21226.823604001114
19659.87,20613.160573846904
21912.27,21009.447290372125
19294.02,21233.75346189695
18299.19,20574.84698156445
32795.7,29385.492259626906
17300.71,20695.898723162965
17058.18,19362.25447427049
18488.29,19237.927270907156
23471.5,27071.96885623898
14837.74,17628.158922348488
20174.41,14778.529791294006
19708.37,19632.511531882552
18363.52,20481.218242735322
15146.79,18695.891872590753
17957.24,17072.417259048965
18805.03,18233.173540910262
20259.34,18910.61831762381
21792.63,19064.749379646397
21392.36,20949.624003670582
18744.29,20943.116688995888
21032.87,19670.274057255145
17962.63,21035.01804448459
19573.92,18920.845826138826
20852.81,19683.936441428148
19141.74,20591.479274175043
21088.23,19588.564908839977
20953.38,20692.516516521937
22128.42,20886.19076588357
19699.4,21392.809826316414
19710.95,20739.735224266125
20720.04,20426.401975372908
22476.51,20819.488906426424
20746.3,21211.168181506706
21109.16,20904.91955903341
21369.03,21236.385971012376
21129.68,21372.540947314166
20263.35,21197.652832771404
19036.35,20623.183839538644
17987.54,19928.162570995875
21110.84,18804.20603538149
25141.99,20508.490012118382
22149.52,22061.68796002653
24123.36,21615.48996154517
28091.54,23607.037322614025
27667.36,26466.07981015383
28055.03,28479.99690426289
22044.56,27319.40024506472
18185.67,23243.406382181933
22655.29,19200.899183296566
20220.52,25457.454604115374
20392.42,20955.73060072063
19893.76,20566.979846232516
18069.21,20959.45064134911
14296.16,18987.99266579307
20907.55,16337.625042828373
17400.45,19443.445188422967
32124.95,20914.93478572581
15303.4,19627.254090425784
16346.36,16931.846950857078
18029.02,18955.277994046908
19177.1,25518.942213358037
18620.61,16203.597813015876
21080.89,18371.682143649166
19907.63,20284.10496595336
16797.05,19846.334565312216
13073.59,17569.373525490682
17276.06,14696.833192110518
18356.72,18034.73826248146
16796.85,18464.879165562423
20154.39,16630.94784134766
21366.18,19016.87504323648
20066.98,20427.83126572301
17810.05,20074.991232828477
18756.87,18632.779889546313
17521.04,19263.500036434958
19301.46,18156.691805492457
19531.38,18663.692873406595
18313.17,19052.007778664218
18605.22,18578.657613049392
18470.96,18839.74287115649
18808.75,18722.194078860255
19598.64,18733.629256749617
20162.64,19167.638270575964
20143.22,19756.27018202037
20324.39,20065.35419053747
18315.64,20501.462549398504
17561.28,19312.913731192053
21746.81,18214.968567378073
22249.86,20709.134779764
17566.94,21087.958570703435
20720.1,18190.71127903549
19599.64,20680.122552490717
23888.42,20087.145051682728
22534.65,21593.6502581279
23519.16,21800.410240297122
21181.5,22548.63262321511
23046.71,22158.29254413954
25486.83,22670.798796550287
20803.38,24200.080407730835
19160.33,20889.047043505692
17674.4,20053.42361504779
18081.44,18985.879844327676
19927.95,18768.571419328877
17218.5,19234.8700066844
18804.61,17953.927149780597
-14.14,2166.0706038691274
-10.04,274.24564905280715
318.0,463.33106681213263
204.0,381.86054416786624
-2.34,152.3317400497809
31.0,7852.928622496
5.0,26.842498512303294
12.0,22.1333223505845
12.0,22.27964021116094
3.0,22.81367924745382
35186.52,14320.012702913498
33396.01,34718.854209802164
38191.0,33510.9888351213
31783.11,36565.015529504686
36297.01,33972.33347625194
33174.34,35478.8189988321
32218.57,35548.421702189924
31842.31,32240.010570808892
31021.14,33062.2930700648
33075.54,32047.348706732468
32673.11,32684.23724657613
33419.46,32365.316147365524
31784.64,33146.69286908578
32838.57,32819.358262733294
33730.44,32893.66774550381
35313.76,33791.48139251067
33111.34,34261.08855891537
33514.58,33403.19675239843
34655.6,34033.6611197236
34846.17,34529.85510405502
33806.02,34325.13091766809
35232.17,34079.96528069366
37091.62,35215.93651492304
33924.11,36018.8038082094
34867.33,34373.1655699489
34972.99,35314.76739821084
36560.18,35773.03220330473
31941.13,35790.54216572257
30159.06,33607.71235810671
26459.05,32828.404657801635
25248.56,29441.47010430042
26970.64,26724.134282754352
27776.43,28187.447832171525
22585.79,27925.008167235075
24587.95,23977.623903318574
27530.08,25419.033361649796
24102.37,27010.29296416741
21958.93,24822.776454331168
24761.48,23707.471734325805
24548.1,25529.29361467423
21996.69,24263.029967278453
23729.79,22656.620696738417
25895.0,33566.006846561984
22821.85,26853.37792337398
21216.22,23872.83690714294
23287.41,23606.370446841727
27600.51,28383.387653589416
13445.72,21075.84682329905
18266.77,14162.666148054726
19140.82,19532.02147869792
21212.88,20333.683844013176
18532.36,19828.204327687232
20818.37,19196.163123249324
22804.67,20850.67516792861
23128.53,21460.043016404725
24355.4,21572.791675890727
23228.12,23400.482204212713
25588.74,22878.312180392393
24545.85,24342.015091143312
20905.36,24558.57487113445
21870.98,22304.02874955796
24278.57,23016.895857803825
21735.52,23980.42390809273
23181.13,21997.6006611893
21488.05,22877.41556336701
24617.76,22630.329951851763
24171.45,23745.49829486042
22007.2,23945.963600879437
23457.75,22486.842463714293
24644.13,23829.02128953597
23015.03,24158.13751454773
24055.81,22855.721396768586
24533.06,24099.263198782304
23770.59,24265.012173925308
24217.03,23855.839138089403
23278.29,24353.47242922432
24056.74,23724.78800630707
21202.73,24010.96528332783
24889.69,22343.753735898892
22086.15,24036.954716718326
21865.23,22684.916559636138
24673.22,22065.630585616782
19869.52,24146.579875951495
24982.8,20909.53830808988
20781.68,24067.463651437443
18282.41,21399.605914724507
21809.28,19470.316917415406
21629.58,22255.783109528107
21549.02,21007.12040722675
20048.15,20998.359276122734
19971.94,21223.060549021888
15367.03,21224.737508892907
20698.83,16563.406513771984
21716.14,19736.661272760128
25916.36,26965.294961456028
21832.05,23261.90608603728
22764.86,24755.92481161955
22914.26,24672.055023359804
24560.2,29750.444799012865
21365.19,18134.991385138157
17840.05,19229.24449648316
17603.96,18841.725327216343
20799.18,18639.614108911228
17205.22,20249.495454411706
23385.65,18052.80813223715
24216.93,22540.002373548123
22622.95,22738.984614739195
22182.3,21973.950051572127
24055.71,22666.276024607894
23741.09,23835.886669752992
25146.99,23436.812272324747
20969.34,24110.327635890382
21642.56,22353.244595261527
22186.25,22748.166023182697
22094.26,22803.58754699928
22071.72,21726.715839813187
18595.6,22156.706003034888
24028.56,20288.2899915494
24101.42,22368.615532446376
22802.83,22898.62136118122
23595.25,22424.887771353362
23646.49,23959.65496559151
27153.74,23996.257302806065
24963.94,25318.172290806328
23113.05,25292.347549972685
26423.42,23560.729868799088
27582.45,25998.012028361292
26118.25,26901.488665760342
25688.07,25769.837554543057
21673.47,25949.880072817716
25521.52,23291.8707478533
24285.07,25424.24677400786
