Actual_Sales,Predicted_Sales
24184.41,30702.434
1230.53,1435.6344
10644.94,12845.992
3223.08,4045.8113
3767.16,4961.136
3102.12,3653.1348
6915.82,7060.6035
10002.26,10165.152
60657.32,63136.77
3775.0,3920.2883
14984.51,17309.5
9786.34,10195.271
3613.57,4196.2803
6419.28,4950.7534
1435.77,1519.3234
7.98,-36.105648
33752.52,32550.568
17686.1,19962.941
4075.0,4469.098
11999.36,12228.858
4966.0,6122.455
46415.63,49505.42
67333.53,73523.69
44785.38,47099.17
11638.26,12222.55
14204.76,15962.295
136713.11,136956.11
51076.11,53273.957
5061.72,5142.002
23430.43,23018.754
49730.37,51409.855
82.87,-26.299309
5225.61,6793.206
769.0,608.5614
11330.9,13399.317
9170.57,7297.091
14396.03,15070.522
5.98,61.1943
17932.23,18461.463
78.06,-65.66403
4644.79,4504.625
1567.0,2169.8647
28.92,-54.348076
20478.94,21456.264
22185.39,23002.797
37289.57,40084.254
117.0,-42.695168
17529.79,16227.239
5505.17,5871.7764
3735.27,4189.3994
12378.73,11745.455
700.0,500.72354
99.0,7.1553283
6757.82,5963.9395
606.84,575.7017
27997.92,28205.967
10433.15,14782.168
5577.51,5719.1836
13527.6,11053.782
20152.25,22060.184
2767.85,6272.8174
9343.75,9539.549
7730.74,8161.7104
20667.27,19906.287
34001.07,35192.246
4522.8,4984.703
2803.08,3615.265
15880.18,15328.083
10736.43,9567.238
4624.29,6020.101
2605.2,2880.5361
26344.08,28024.316
23553.12,23212.742
6226.73,6016.128
10565.39,10694.326
30499.85,32462.969
12781.22,11644.769
10215.06,9652.431
918.03,1619.0358
8627.68,9723.625
14367.99,12730.717
45769.6,51343.855
1659.44,1941.317
737.89,652.01337
3567.0,4870.308
29401.57,26047.887
35504.46,36415.32
19077.7,21804.523
2009.58,1552.7838
7409.06,9072.045
31733.77,26746.002
-22.41,-97.01958
315.0,197.17012
4088.17,4221.0757
8966.64,9004.07
3182.09,3299.8794
15153.2,14003.983
12060.12,12770.256
11611.23,12049.871
722.82,780.477
10644.11,13038.832
9834.63,11137.081
6095.14,7431.1436
88637.29,93080.266
2040.33,2055.3374
6936.35,8154.8247
9877.7,9831.406
6608.98,12601.204
9819.78,10563.299
210.34,55.30074
4566.56,4819.3228
7613.76,8939.197
206.26,107.624275
25013.07,23310.973
3219.79,3418.7847
23.76,-15.174813
5786.97,6532.19
13490.11,13827.403
54265.29,58086.277
8723.7,8121.9985
18.0,-108.267
11710.6,13003.222
16660.57,17450.578
1597.5,1397.5425
12550.96,13761.339
-75.0,-108.91663
1357.19,1635.7555
297.0,548.34265
1629.41,1737.5305
3675.92,3888.6736
11359.76,13102.557
8820.38,10227.15
28093.08,28089.1
18262.42,16316.423
44892.5,45817.258
92.07,42.022346
16320.75,16294.66
12953.14,13824.794
18368.45,18553.955
36469.94,33311.176
21829.49,21176.322
4988.3,6343.3335
11665.31,10811.136
2706.88,2406.2024
12114.58,12299.035
36985.24,39240.37
20.0,268.596
5.91,-62.48409
940.0,1256.5251
15535.49,15466.5205
16522.34,17232.959
47644.84,35010.426
12509.55,13059.623
11968.62,13807.45
2925.3,4140.444
44223.52,42636.836
5111.25,5575.5923
432.0,541.075
820.7,1235.576
2662.3,3122.652
7430.16,6537.766
2401.5,2255.7566
2520.04,2331.9373
54973.5,55532.73
7761.95,7826.655
4045.33,4582.3945
6769.45,7909.9663
48191.8,46869.684
21083.1,20356.477
285.34,365.87833
69168.17,65693.65
5189.57,5731.5776
9952.23,13291.3545
10571.94,10318.784
25987.32,26319.12
81.0,-71.429535
-13.92,-38.51817
7507.13,7222.227
114451.05,99699.43
9927.6,11297.646
31970.78,32600.262
862.45,1081.9485
1473.35,1144.5602
13119.63,12821.216
10047.71,10631.645
8355.6,9309.597
8542.69,9768.661
2716.57,2539.9006
39270.36,40093.85
705.0,2874.66
16271.27,14737.409
850.25,615.7492
5053.02,6312.9023
12806.01,13837.206
14136.18,14256.438
6546.26,6788.272
3060.32,3356.692
4986.12,5621.5293
36067.04,43359.043
9426.49,11515.502
21251.69,25245.959
102277.59,103491.95
16778.97,16549.639
1158.94,1456.9777
10255.7,13187.184
173.2,273.792
4478.41,3724.7756
104425.46,107569.016
59858.94,61985.926
13324.0,20526.162
3933.78,4290.3364
20485.07,20766.105
60624.07,59235.68
485.32,472.37564
2760.25,2940.4521
13310.32,15593.304
1190.0,1824.0232
11606.72,13313.868
3459.92,3014.0835
8181.88,9640.582
12723.38,11934.477
2284.97,1596.6735
7259.44,8143.221
4552.32,4761.524
84156.62,85118.51
2682.3,2579.615
4602.0,4691.3115
1789.55,1704.046
1478.93,820.04724
4.0,-43.631737
20680.38,20930.873
442.36,1039.4961
34.61,-155.19798
116931.2,110974.836
4098.03,5594.2266
31590.08,33827.492
23409.78,26539.867
10929.02,12385.418
20715.34,17553.6
68404.7,73717.09
14658.44,16078.557
99.0,33.99411
2525.38,2888.5361
4254.1,4399.9194
3381.96,2617.9558
1965.53,1855.5468
27330.48,23232.73
409.36,320.75937
17800.0,18636.436
10213.02,10106.883
1842.61,1585.9924
3096.82,3742.366
175.0,525.5818
1254.71,1460.005
16016.71,16874.22
12715.16,13122.757
207.64,250.56322
12723.23,9307.794
1572.57,1711.1465
3040.22,4173.5483
7720.12,8025.6875
50214.88,51640.113
24405.94,24877.451
2794.39,2905.3562
7102.36,8814.772
40537.25,37980.273
742.81,581.8074
65979.14,73592.37
26470.45,27956.283
4315.46,5841.4155
24774.95,21429.2
46258.15,47814.28
6542.88,7988.27
4380.12,4383.456
51456.31,46866.742
36991.1,37839.34
50.92,17.243282
14817.04,13650.162
1575.57,1276.0787
7.0,126.84667
1535.96,1558.458
24770.05,24704.812
19907.84,20101.902
1463.16,1338.7533
666.44,451.99197
3551.14,4359.2314
17188.8,15918.792
1185.0,1491.8894
7018.31,6978.088
56240.65,59892.465
4190.35,4324.189
60602.85,63679.133
2289.35,3300.9312
915.09,798.6324
2765.93,3051.6453
642.94,574.80566
41351.83,45668.246
3937.94,4345.9375
85479.4,86387.55
3.92,-116.52526
5451.02,6109.9644
6331.64,6672.592
1121.0,1145.3301
19454.83,19078.697
91737.17,83503.36
6190.1,7234.846
10075.83,7816.678
7945.01,10165.354
10269.44,12389.668
2113.5,2097.1946
4033.86,4047.0227
2683.62,2610.731
37779.77,43205.18
16.0,-76.041855
6958.22,7994.0254
10725.63,10953.285
2541.0,2121.3643
47157.69,50594.438
1074.31,1222.777
28512.86,27532.846
1217.72,1079.4653
1134.44,725.3816
7280.18,8524.353
2212.47,4164.6323
54060.57,52183.824
27264.46,28019.547
5136.25,12367.532
7183.91,6749.2886
143.72,36.781174
8980.28,9721.154
688.92,655.9084
1165.26,1101.8075
7586.32,8346.277
6816.73,7182.2905
18417.93,21105.166
35676.86,40194.406
25.0,-60.33108
4100.49,4547.509
2102.04,2996.194
40241.21,41788.734
13083.32,9478.043
15711.52,19085.844
12272.07,14306.32
22994.1,26227.076
5201.4,4705.5728
18553.78,22299.977
36821.52,34444.086
205.12,248.64001
20.76,-211.46155
4052.03,4844.07
5333.6,5059.516
23228.32,23645.023
4735.69,4275.163
4029.85,4124.1426
4237.52,11369.079
13029.59,11544.298
63.0,-24.895432
21039.96,20630.451
26322.0,26754.824
11226.45,11517.37
18454.77,18838.055
7406.49,7904.9946
3276.93,3689.9187
2502.53,2906.9773
50362.9,65561.98
87428.57,86056.01
5153.95,4744.5664
51824.93,48679.914
114.2,-77.485535
9166.57,9922.555
829.27,846.2428
61540.22,60254.367
44373.32,49944.957
7523.56,7472.992
95774.98,96307.03
10527.57,10991.797
53246.62,49189.18
5930.51,6974.191
345.5,246.5825
23245.88,25002.318
6212.48,8056.7344
81975.7,79588.04
4444.68,5192.239
9665.61,11595.395
22199.26,23344.947
57843.98,59844.785
17404.03,18163.736
6799.96,5145.7446
8427.65,7987.3506
7308.91,7169.706
262.96,335.50497
434.56,531.4244
5343.08,6072.046
9874.93,10985.518
618.74,273.14575
8410.2,9021.798
7522.78,7117.8105
9245.53,10951.459
17894.78,17189.926
25962.75,27844.928
2343.56,3015.24
52554.91,51167.54
9404.02,8848.718
600.0,1121.8457
3191.57,3422.7559
12121.99,11660.474
16312.07,14763.095
4512.64,4472.283
32865.11,31376.746
77602.54,66614.64
21599.98,25525.814
39821.91,39050.57
10188.25,10477.951
12217.78,12914.104
45239.6,43888.523
70414.72,75730.266
9771.54,11116.211
6156.12,5753.436
58.8,2.6544766
42520.99,46110.457
100.23,-60.94802
7744.34,8142.032
1803.59,3757.2673
1190.78,1550.6387
3154.43,3898.5376
9956.75,11071.955
7553.91,7537.8354
1881.67,2628.6606
40885.78,35688.13
61390.48,64914.484
11477.08,9795.52
68187.34,72524.06
27601.93,26109.768
200.14,158.93544
2495.64,2562.3193
28837.66,30669.715
342.0,239.09752
24259.12,23711.314
496.1,292.41565
4764.02,5685.0107
1646.77,1853.0602
6927.5,7262.2866
29473.79,30544.824
25620.2,27741.486
4747.7,4589.8896
1276.6,1203.023
1951.92,2467.2546
750.57,688.80164
5398.99,6047.7188
4483.31,5273.6016
332.04,67.015594
16934.33,14605.366
1522.38,1837.5421
14796.4,15717.5205
49139.73,50307.32
28580.48,31898.922
15089.24,15702.212
7202.43,6215.9717
14015.37,16125.758
120.0,-43.119442
12311.14,12150.983
9961.51,15019.687
89291.51,70400.97
15901.65,15310.983
43614.77,43452.664
48.45,240.37756
69883.54,69504.18
2353.02,2684.195
976.21,446.09924
48564.25,54272.652
998.0,400.97226
29713.34,29929.0
3391.19,2718.2485
6836.39,8590.409
20.79,-199.53052
12906.23,12116.843
2157.36,1931.9915
10183.81,9393.898
122693.27,124041.555
21338.13,20813.658
39771.22,39846.176
4659.96,5306.3853
13289.91,13411.68
29385.93,29336.676
160.0,-6.2166595
955.21,866.9991
24.0,-27.251713
11737.98,11601.91
3555.06,3717.6443
1138.0,1032.7004
1223.0,1858.3811
1077.56,728.6381
2996.79,3830.5437
34684.21,39738.035
3915.36,4325.0806
8458.58,8158.8994
1364.35,1342.265
12490.27,13342.277
57276.73,55479.535
178.98,-42.819126
5128.55,5738.252
5651.37,5125.195
3507.78,9465.541
22076.3,31506.508
6035.54,5495.0293
12169.68,10945.641
2991.49,3152.911
16682.34,19656.008
16729.23,18151.988
46144.46,52339.37
4500.12,4199.801
7810.23,8944.881
12477.53,12864.556
16684.69,16879.488
988.14,1045.6609
17860.29,17017.324
55347.73,51799.645
675.0,3990.0532
19286.42,21376.805
2055.35,1902.5953
44253.42,47186.793
3805.43,3626.9795
7498.03,7379.4478
21564.06,22119.033
31.0,89.49419
15930.28,15697.221
2280.96,2149.0369
3377.5,3386.0225
2202.59,3068.0432
20153.69,20587.705
59.5,166.6665
1489.71,1935.5284
4284.56,5098.308
14933.13,14377.605
22947.73,22318.613
28193.59,27400.791
5004.1,5003.4487
8170.97,7059.732
50544.51,42142.566
8793.44,11815.604
1383.69,1204.0757
487.46,446.55582
1155.29,1367.4503
2302.48,3000.4084
109282.13,107281.63
27670.97,22973.62
6937.3,7908.2734
10803.03,11039.775
37754.67,41106.45
21874.45,26191.422
24044.37,27276.688
24262.66,26929.592
5238.0,4911.3145
6784.97,6149.037
2803.86,2615.1182
9610.52,10591.613
4003.26,3970.4736
27555.64,28476.469
9634.11,8908.469
10287.43,12095.094
1096.11,1516.0712
47151.12,40327.59
432.46,1834.781
14.85,-81.49605
7522.68,10085.484
30026.78,50666.59
12952.71,19524.307
17041.74,22244.309
2616.67,2067.6658
5884.68,5512.555
3600.09,3751.0972
338.42,212.37706
48799.64,51599.992
351.0,211.45734
4571.87,5405.663
7721.96,8688.677
12.32,-65.29942
162.0,174.8546
3874.86,3104.9248
1366.45,1645.8229
1013.0,1543.7411
3770.81,3851.1597
16691.03,16969.453
2216.23,2665.3037
9302.63,9893.333
2712.22,7179.04
4347.91,4391.086
19688.11,19864.648
12305.13,11568.693
70.65,-5.661239
42549.1,44716.62
6444.15,6495.9414
45219.84,66549.27
0.0,0.8304959
33403.71,34153.73
5518.3,4957.2646
6631.28,8045.557
813.31,440.52148
27135.08,26744.55
71.82,-199.83574
1024.0,908.754
25126.02,26316.4
34358.51,36504.22
166.1,7.262047
7929.0,9774.61
3849.76,4064.895
3737.7,4643.529
2650.46,4960.8677
39344.46,43560.637
9139.83,13411.662
7854.37,6553.3394
46610.46,64613.23
9831.33,9217.58
5627.85,6081.6904
9869.57,12626.436
378.0,358.0518
63643.15,65319.918
38.64,-96.21707
18176.65,18227.61
31857.92,32016.793
64079.67,64644.633
63140.2,69608.84
12591.11,14320.285
5690.36,5501.6855
4236.23,4855.3804
388.94,373.28836
1183.12,1843.4578
22185.22,24777.916
7108.11,6889.745
655.98,455.7551
7894.83,8090.178
2217.42,1726.4307
3112.22,2576.3691
1550.75,1736.3704
2688.47,2138.0637
4513.94,3687.2004
1557.39,1295.8903
14483.66,16327.6455
7788.98,9038.202
2245.35,2398.0115
46.06,274.52386
1188.8,1577.8965
210.59,170.97289
46154.47,49987.277
5857.49,5916.2466
12344.25,13377.54
42.38,-16.841854
5808.83,7275.805
486.0,193.80035
2970.26,2676.1804
17282.62,16349.291
52332.31,53692.293
16870.6,16331.628
65.46,55.70136
24142.92,23456.6
3375.08,3942.894
19517.58,18974.285
3626.92,4406.106
198.25,116.251
29587.58,30701.045
5537.88,6544.602
53154.9,51950.977
1217.45,1249.4249
16538.7,16620.59
49529.07,51738.06
1063.17,633.0848
4958.14,8773.672
3418.29,4047.6045
9794.05,12799.007
983.69,1369.943
1379.29,1463.1027
14514.57,14371.449
-54.92,-126.04551
99.0,144.71608
13022.08,14593.928
2623.21,3411.2886
15898.19,14708.706
5659.87,6158.234
10610.69,9824.648
48174.36,48588.562
1685.0,2909.0083
14928.64,12694.103
7216.35,9485.232
84.8,40.89933
10035.06,5251.335
3591.62,4035.3792
12391.49,11156.042
999.96,556.73627
-6.97,-18.65573
163875.51,165489.08
17003.33,17604.02
4740.08,5201.5806
1213.57,1356.7523
1539.92,1465.2228
3364.73,3240.636
154.57,9.715276
2939.28,5214.3535
1134.99,1003.7625
5204.98,4512.3555
12213.38,20834.87
1391.68,1774.5214
8500.08,10402.359
10724.73,10339.968
1069.85,870.65765
1097.25,713.7349
4617.13,5040.1885
1013.16,1084.7655
1177.84,1307.4058
9382.59,10746.557
5099.87,6134.8193
15191.33,14340.079
383.35,254.36665
42264.51,50985.75
1535.0,273.19318
293.46,126.04903
0.02,334.92896
255.09,141.96933
9722.62,13938.601
7955.63,7854.519
28828.39,33255.39
3929.16,3092.1897
13266.3,13191.079
23180.67,23147.523
736.0,779.1373
43363.06,44800.867
85547.37,86517.52
35468.6,35073.555
11270.97,9265.274
36047.92,32959.348
14824.86,12319.647
7222.8,7533.1865
27135.81,26673.76
2247.65,2684.4507
95756.29,86886.59
30035.9,33479.754
1568.13,1554.2985
9833.22,11049.084
144.0,-38.731327
32618.49,33144.293
931.27,677.52124
2547.22,1937.1456
1910.46,1716.1764
38186.54,40069.08
2722.39,3767.2476
5987.0,6453.5337
2346.71,2353.5989
466.27,388.9627
8723.84,8653.907
906.48,1715.5399
6774.05,8625.413
5711.17,6991.7285
26304.16,27904.01
13146.9,14329.16
29902.98,29737.002
29574.59,24442.979
16858.12,16691.96
42375.38,45732.527
12601.55,12139.481
58581.22,61840.168
36554.07,37163.73
20.76,-205.23087
117.47,7.204102
16403.39,17554.426
5945.38,9560.738
667.86,879.98987
133.83,130.27327
3444.07,4681.243
226.32,104.08789
707.75,582.7757
80928.63,84108.69
12400.91,14893.591
16231.68,18233.785
15051.93,18289.723
25442.01,20811.865
3502.21,4093.4443
20.51,-62.12814
1171.56,1098.4602
464.07,429.6805
32038.17,31548.541
24582.65,26309.291
92193.11,82464.414
771.43,1546.1246
330.81,90.67413
9627.43,10528.717
1152.78,1227.6398
14616.14,13479.72
8357.82,10407.693
10921.54,11814.798
2550.15,2973.3765
655.58,766.2076
3429.17,4586.839
1070.19,1617.4589
58538.71,56677.344
73437.93,74271.64
8613.43,9585.342
4322.71,5276.393
2475.5,1721.9517
10188.36,11254.999
1195.72,1544.4534
6178.14,7143.2104
43341.07,47913.9
4317.01,4673.136
9799.49,10852.723
193.78,391.99115
3125.0,1478.5863
55376.94,58370.875
1081.21,1158.1029
2077.0,1972.7905
3274.05,2656.0999
900.0,625.8947
10338.48,10270.955
5349.48,5146.109
10864.18,17902.113
22534.87,22461.553
2696.23,3341.6685
21820.58,24458.922
24372.68,23505.893
20236.56,19175.49
10301.4,10721.73
867.0,2122.7278
3953.87,8072.1147
98.44,-66.16733
578.93,517.9258
18016.58,17187.549
40534.06,41097.094
12759.56,13658.828
369.0,605.12585
2178.42,2212.42
4432.28,5823.941
1004.0,1209.9006
2850.36,4192.16
20744.03,22874.602
5411.37,7075.637
27213.77,30930.229
5930.74,5802.229
507.5,824.5365
5522.5,6088.4873
30317.78,35904.535
57699.3,55863.76
11274.55,12597.271
5761.43,5921.008
2840.0,3407.8784
30.92,-170.83519
1507.73,1307.0743
3882.63,4785.8623
15512.51,16955.9
1101.07,1188.568
29220.13,35815.16
49222.54,51902.84
9064.7,8950.803
4072.56,4175.0103
2256.69,2047.2388
2192.07,2270.3796
1585.84,2565.8718
580.98,676.6476
214.65,25.874125
20.0,174.65382
2384.76,2744.1306
13764.65,14112.952
1407.11,1450.3645
48858.38,55410.633
36499.59,48992.805
5.94,-148.1986
355.92,199.06845
138.99,-60.77646
80904.46,85232.12
3689.88,3022.6167
699.62,751.538
23720.41,24388.861
9426.28,9893.588
193.78,185.43742
13068.02,12640.531
433.93,529.60516
5163.71,4295.99
753.73,853.0132
2619.36,3089.3362
66992.46,61612.83
2280.17,2939.5894
3372.92,2309.0225
2603.57,3068.8096
33272.51,41978.56
3236.07,3029.4
18410.28,20280.55
51718.81,55708.574
8330.2,7863.474
27196.98,30939.697
2379.06,2653.5657
6236.25,4845.177
8692.49,8714.563
14466.79,15402.558
14936.4,14969.464
5104.95,12876.185
1753.66,1311.953
4888.98,5046.74
16454.74,15561.834
112836.16,112505.055
23.76,-20.640968
21244.83,19661.678
1323.46,1282.9866
5690.18,4879.6133
79.9,-37.284542
10649.92,10640.009
10126.23,11672.026
4605.03,4928.0493
1179.51,635.1227
6095.01,4063.4226
1261.68,1143.7958
23388.75,23800.938
1750.21,1421.5491
6798.96,6818.435
11098.29,11876.415
17110.29,17661.363
3285.87,3869.42
6179.73,7960.1064
8969.05,9152.11
2849.87,2609.7637
41986.67,41116.293
18458.33,25357.41
18630.07,19184.955
7244.83,7513.4805
2725.17,2687.8657
91.0,-33.335014
44484.71,47353.47
7122.95,6731.1895
20248.87,26649.564
48291.83,44106.16
758.95,670.7889
11366.54,10278.649
6050.85,4707.2773
9874.55,11529.084
18101.45,18353.906
4265.04,4773.8916
58371.58,59833.26
12088.85,13279.781
588.07,551.15234
6934.88,7388.603
61213.75,54938.555
1513.6,2392.1445
73634.82,72196.6
24475.39,25399.93
10987.46,13023.037
70356.93,75323.38
6042.81,5782.3735
17313.94,19672.168
249.0,1404.1002
34204.44,34163.406
35988.62,37457.715
15.08,-266.94952
24139.31,21909.043
5544.94,6804.0044
774.49,691.4499
9622.32,12222.078
13165.2,18693.021
54631.16,59014.688
20612.22,18844.627
19035.17,21801.775
143.84,-5.9975634
1290.11,1321.3126
10850.75,11990.397
1438.82,1494.7335
4011.65,5459.4863
52382.28,53008.24
